field,name,ra,dec
624,UW624,199.09603758632483,18.135360008832603
625,UW625,201.69515165200153,18.135360008832603
626,UW626,204.29426571767817,18.135360008832603
627,UW627,206.89337978335487,18.135360008832603
628,UW628,209.49249384903152,18.135360008832603
629,UW629,212.09160791470822,18.135360008832603
630,UW630,214.69072198038486,18.135360008832603
631,UW631,217.28983604606157,18.135360008832603
632,UW632,219.8889501117382,18.135360008832603
633,UW633,222.4880641774149,18.135360008832603
634,UW634,225.08717824309156,18.135360008832603
635,UW635,227.68629230876826,18.135360008832603
636,UW636,230.2854063744449,18.135360008832603
637,UW637,232.8845204401216,18.135360008832603
638,UW638,235.48363450579825,18.135360008832603
639,UW639,238.08274857147495,18.135360008832603
640,UW640,240.6818626371516,18.135360008832603
641,UW641,243.2809767028283,18.135360008832603
642,UW642,245.88009076850494,18.135360008832603
643,UW643,248.47920483418164,18.135360008832603
644,UW644,251.0783188998583,18.135360008832603
645,UW645,253.677432965535,18.135360008832603
646,UW646,256.27654703121163,18.135360008832603
647,UW647,112.78970761569462,19.940360008832602
648,UW648,115.41723266851116,19.940360008832602
649,UW649,118.0447577213277,19.940360008832602
650,UW650,120.67228277414424,19.940360008832602
651,UW651,123.29980782696077,19.940360008832602
652,UW652,125.92733287977731,19.940360008832602
653,UW653,128.55485793259385,19.940360008832602
654,UW654,131.18238298541036,19.940360008832602
655,UW655,133.80990803822692,19.940360008832602
656,UW656,136.43743309104343,19.940360008832602
657,UW657,139.06495814386,19.940360008832602
658,UW658,141.6924831966765,19.940360008832602
659,UW659,144.32000824949307,19.940360008832602
660,UW660,146.94753330230958,19.940360008832602
661,UW661,149.57505835512615,19.940360008832602
662,UW662,152.20258340794265,19.940360008832602
663,UW663,154.83010846075922,19.940360008832602
664,UW664,157.45763351357573,19.940360008832602
665,UW665,160.0851585663923,19.940360008832602
666,UW666,162.7126836192088,19.940360008832602
667,UW667,165.34020867202537,19.940360008832602
668,UW668,167.96773372484188,19.940360008832602
669,UW669,170.59525877765844,19.940360008832602
670,UW670,173.22278383047495,19.940360008832602
671,UW671,175.85030888329152,19.940360008832602
672,UW672,178.47783393610803,19.940360008832602
673,UW673,181.1053589889246,19.940360008832602
674,UW674,183.7328840417411,19.940360008832602
675,UW675,186.36040909455767,19.940360008832602
676,UW676,188.98793414737418,19.940360008832602
677,UW677,191.61545920019074,19.940360008832602
678,UW678,194.24298425300725,19.940360008832602
679,UW679,196.87050930582382,19.940360008832602
680,UW680,199.49803435864033,19.940360008832602
681,UW681,202.1255594114569,19.940360008832602
682,UW682,204.7530844642734,19.940360008832602
683,UW683,207.38060951708997,19.940360008832602
684,UW684,210.00813456990647,19.940360008832602
685,UW685,212.63565962272304,19.940360008832602
686,UW686,215.26318467553955,19.940360008832602
687,UW687,217.89070972835611,19.940360008832602
688,UW688,220.51823478117262,19.940360008832602
689,UW689,223.1457598339892,19.940360008832602
690,UW690,225.7732848868057,19.940360008832602
691,UW691,228.40080993962226,19.940360008832602
692,UW692,231.02833499243877,19.940360008832602
693,UW693,233.65586004525534,19.940360008832602
694,UW694,236.28338509807185,19.940360008832602
695,UW695,238.9109101508884,19.940360008832602
696,UW696,241.53843520370492,19.940360008832602
697,UW697,244.1659602565215,19.940360008832602
698,UW698,246.793485309338,19.940360008832602
699,UW699,249.42101036215456,19.940360008832602
700,UW700,252.04853541497107,19.940360008832602
701,UW701,254.67606046778764,19.940360008832602
702,UW702,257.30358552060414,19.940360008832602
703,UW703,112.20693533724436,21.745360008832602
704,UW704,114.86616746920811,21.745360008832602
705,UW705,117.52539960117186,21.745360008832602
706,UW706,120.1846317331356,21.745360008832602
707,UW707,122.84386386509935,21.745360008832602
708,UW708,125.5030959970631,21.745360008832602
709,UW709,128.16232812902683,21.745360008832602
710,UW710,130.82156026099057,21.745360008832602
711,UW711,133.48079239295436,21.745360008832602
712,UW712,136.1400245249181,21.745360008832602
713,UW713,138.79925665688182,21.745360008832602
714,UW714,141.45848878884556,21.745360008832602
715,UW715,144.11772092080935,21.745360008832602
716,UW716,146.77695305277308,21.745360008832602
717,UW717,149.43618518473681,21.745360008832602
718,UW718,152.09541731670055,21.745360008832602
719,UW719,154.75464944866434,21.745360008832602
720,UW720,157.41388158062807,21.745360008832602
721,UW721,160.0731137125918,21.745360008832602
722,UW722,162.73234584455554,21.745360008832602
723,UW723,165.39157797651933,21.745360008832602
724,UW724,168.05081010848306,21.745360008832602
725,UW725,170.7100422404468,21.745360008832602
726,UW726,173.36927437241053,21.745360008832602
727,UW727,176.02850650437432,21.745360008832602
728,UW728,178.68773863633805,21.745360008832602
729,UW729,181.3469707683018,21.745360008832602
730,UW730,184.00620290026552,21.745360008832602
731,UW731,186.6654350322293,21.745360008832602
732,UW732,189.32466716419304,21.745360008832602
733,UW733,191.98389929615678,21.745360008832602
734,UW734,194.6431314281205,21.745360008832602
735,UW735,197.3023635600843,21.745360008832602
736,UW736,199.96159569204804,21.745360008832602
737,UW737,202.62082782401177,21.745360008832602
738,UW738,205.2800599559755,21.745360008832602
739,UW739,207.9392920879393,21.745360008832602
740,UW740,210.59852421990303,21.745360008832602
741,UW741,213.25775635186676,21.745360008832602
742,UW742,215.9169884838305,21.745360008832602
743,UW743,218.57622061579428,21.745360008832602
744,UW744,221.23545274775802,21.745360008832602
745,UW745,223.89468487972175,21.745360008832602
746,UW746,226.55391701168548,21.745360008832602
747,UW747,229.21314914364928,21.745360008832602
748,UW748,231.872381275613,21.745360008832602
749,UW749,234.53161340757674,21.745360008832602
750,UW750,237.19084553954048,21.745360008832602
751,UW751,239.85007767150427,21.745360008832602
752,UW752,242.509309803468,21.745360008832602
753,UW753,245.16854193543173,21.745360008832602
754,UW754,247.82777406739552,21.745360008832602
755,UW755,250.48700619935926,21.745360008832602
756,UW756,253.146238331323,21.745360008832602
757,UW757,255.80547046328672,21.745360008832602
758,UW758,258.46470259525046,21.745360008832602
759,UW759,111.57883592303217,23.5503600088326
760,UW760,114.27325623740053,23.5503600088326
761,UW761,116.96767655176889,23.5503600088326
762,UW762,119.66209686613725,23.5503600088326
763,UW763,122.3565171805056,23.5503600088326
764,UW764,125.05093749487396,23.5503600088326
765,UW765,127.74535780924232,23.5503600088326
766,UW766,130.43977812361067,23.5503600088326
767,UW767,133.13419843797902,23.5503600088326
768,UW768,135.82861875234738,23.5503600088326
769,UW769,138.52303906671574,23.5503600088326
770,UW770,141.2174593810841,23.5503600088326
771,UW771,143.91187969545246,23.5503600088326
772,UW772,146.6063000098208,23.5503600088326
773,UW773,149.30072032418917,23.5503600088326
774,UW774,151.99514063855753,23.5503600088326
775,UW775,154.6895609529259,23.5503600088326
776,UW776,157.38398126729425,23.5503600088326
777,UW777,160.0784015816626,23.5503600088326
778,UW778,162.77282189603096,23.5503600088326
779,UW779,165.46724221039932,23.5503600088326
780,UW780,168.16166252476768,23.5503600088326
781,UW781,170.85608283913604,23.5503600088326
782,UW782,173.5505031535044,23.5503600088326
783,UW783,176.24492346787275,23.5503600088326
784,UW784,178.9393437822411,23.5503600088326
785,UW785,181.63376409660947,23.5503600088326
786,UW786,184.32818441097783,23.5503600088326
787,UW787,187.02260472534618,23.5503600088326
788,UW788,189.71702503971454,23.5503600088326
789,UW789,192.4114453540829,23.5503600088326
790,UW790,195.10586566845126,23.5503600088326
791,UW791,197.80028598281962,23.5503600088326
792,UW792,200.49470629718797,23.5503600088326
793,UW793,203.18912661155633,23.5503600088326
794,UW794,205.8835469259247,23.5503600088326
795,UW795,208.57796724029305,23.5503600088326
796,UW796,211.2723875546614,23.5503600088326
797,UW797,213.96680786902976,23.5503600088326
798,UW798,216.66122818339812,23.5503600088326
799,UW799,219.35564849776648,23.5503600088326
800,UW800,222.05006881213484,23.5503600088326
801,UW801,224.7444891265032,23.5503600088326
802,UW802,227.43890944087156,23.5503600088326
803,UW803,230.1333297552399,23.5503600088326
804,UW804,232.82775006960827,23.5503600088326
805,UW805,235.52217038397663,23.5503600088326
806,UW806,238.216590698345,23.5503600088326
807,UW807,240.91101101271335,23.5503600088326
808,UW808,243.6054313270817,23.5503600088326
809,UW809,246.29985164145006,23.5503600088326
810,UW810,248.99427195581842,23.5503600088326
811,UW811,251.68869227018678,23.5503600088326
812,UW812,254.38311258455514,23.5503600088326
813,UW813,257.07753289892355,23.5503600088326
814,UW814,259.7719532132919,23.5503600088326
815,UW815,111.80417789850354,25.3553600088326
816,UW816,114.53747895280212,25.3553600088326
817,UW817,117.2707800071007,25.3553600088326
818,UW818,120.00408106139928,25.3553600088326
819,UW819,122.73738211569786,25.3553600088326
820,UW820,125.47068316999643,25.3553600088326
821,UW821,128.20398422429503,25.3553600088326
822,UW822,130.9372852785936,25.3553600088326
823,UW823,133.67058633289219,25.3553600088326
824,UW824,136.40388738719076,25.3553600088326
825,UW825,139.13718844148934,25.3553600088326
826,UW826,141.87048949578792,25.3553600088326
827,UW827,144.6037905500865,25.3553600088326
828,UW828,147.33709160438508,25.3553600088326
829,UW829,150.07039265868366,25.3553600088326
830,UW830,152.80369371298224,25.3553600088326
831,UW831,155.53699476728082,25.3553600088326
832,UW832,158.2702958215794,25.3553600088326
833,UW833,161.00359687587797,25.3553600088326
834,UW834,163.73689793017655,25.3553600088326
835,UW835,166.47019898447513,25.3553600088326
836,UW836,169.2035000387737,25.3553600088326
837,UW837,171.9368010930723,25.3553600088326
838,UW838,174.67010214737087,25.3553600088326
839,UW839,177.40340320166945,25.3553600088326
840,UW840,180.13670425596803,25.3553600088326
841,UW841,182.8700053102666,25.3553600088326
842,UW842,185.60330636456519,25.3553600088326
843,UW843,188.33660741886376,25.3553600088326
844,UW844,191.06990847316234,25.3553600088326
845,UW845,193.80320952746092,25.3553600088326
846,UW846,196.5365105817595,25.3553600088326
847,UW847,199.26981163605808,25.3553600088326
848,UW848,202.00311269035666,25.3553600088326
849,UW849,204.73641374465524,25.3553600088326
850,UW850,207.46971479895382,25.3553600088326
851,UW851,210.2030158532524,25.3553600088326
852,UW852,212.93631690755097,25.3553600088326
853,UW853,215.66961796184955,25.3553600088326
854,UW854,218.40291901614813,25.3553600088326
855,UW855,221.1362200704467,25.3553600088326
856,UW856,223.8695211247453,25.3553600088326
857,UW857,226.60282217904387,25.3553600088326
858,UW858,229.33612323334245,25.3553600088326
859,UW859,232.06942428764103,25.3553600088326
860,UW860,234.8027253419396,25.3553600088326
861,UW861,237.53602639623819,25.3553600088326
862,UW862,240.26932745053676,25.3553600088326
863,UW863,243.00262850483534,25.3553600088326
864,UW864,245.73592955913392,25.3553600088326
865,UW865,248.4692306134325,25.3553600088326
866,UW866,251.20253166773108,25.3553600088326
867,UW867,253.93583272202966,25.3553600088326
868,UW868,256.66913377632824,25.3553600088326
869,UW869,259.4024348306268,25.3553600088326
870,UW870,110.88633796320411,27.1603600088326
871,UW871,113.66245355938801,27.1603600088326
872,UW872,116.43856915557191,27.1603600088326
873,UW873,119.21468475175581,27.1603600088326
874,UW874,121.99080034793971,27.1603600088326
875,UW875,124.76691594412361,27.1603600088326
876,UW876,127.54303154030752,27.1603600088326
877,UW877,130.31914713649144,27.1603600088326
878,UW878,133.09526273267534,27.1603600088326
879,UW879,135.87137832885924,27.1603600088326
880,UW880,138.64749392504314,27.1603600088326
881,UW881,141.42360952122704,27.1603600088326
882,UW882,144.19972511741094,27.1603600088326
883,UW883,146.97584071359483,27.1603600088326
884,UW884,149.75195630977873,27.1603600088326
885,UW885,152.52807190596263,27.1603600088326
886,UW886,155.30418750214653,27.1603600088326
887,UW887,158.08030309833043,27.1603600088326
888,UW888,160.85641869451433,27.1603600088326
889,UW889,163.63253429069823,27.1603600088326
890,UW890,166.40864988688213,27.1603600088326
891,UW891,169.18476548306603,27.1603600088326
892,UW892,171.96088107924993,27.1603600088326
893,UW893,174.73699667543383,27.1603600088326
894,UW894,177.51311227161773,27.1603600088326
895,UW895,180.28922786780163,27.1603600088326
896,UW896,183.06534346398553,27.1603600088326
897,UW897,185.84145906016943,27.1603600088326
898,UW898,188.61757465635333,27.1603600088326
899,UW899,191.39369025253723,27.1603600088326
900,UW900,194.16980584872113,27.1603600088326
901,UW901,196.94592144490503,27.1603600088326
902,UW902,199.72203704108892,27.1603600088326
903,UW903,202.49815263727282,27.1603600088326
904,UW904,205.27426823345672,27.1603600088326
905,UW905,208.05038382964062,27.1603600088326
906,UW906,210.82649942582452,27.1603600088326
907,UW907,213.60261502200842,27.1603600088326
908,UW908,216.37873061819232,27.1603600088326
909,UW909,219.15484621437622,27.1603600088326
910,UW910,221.93096181056012,27.1603600088326
911,UW911,224.70707740674402,27.1603600088326
912,UW912,227.48319300292792,27.1603600088326
913,UW913,230.25930859911182,27.1603600088326
914,UW914,233.03542419529572,27.1603600088326
915,UW915,235.81153979147962,27.1603600088326
916,UW916,238.58765538766352,27.1603600088326
917,UW917,241.36377098384742,27.1603600088326
918,UW918,244.13988658003132,27.1603600088326
919,UW919,246.91600217621522,27.1603600088326
920,UW920,249.69211777239911,27.1603600088326
921,UW921,252.46823336858301,27.1603600088326
922,UW922,255.2443489647669,27.1603600088326
923,UW923,258.0204645609508,27.1603600088326
924,UW924,260.7965801571347,27.1603600088326
925,UW925,111.16562576525874,28.9653600088326
926,UW926,113.98876472385807,28.9653600088326
927,UW927,116.8119036824574,28.9653600088326
928,UW928,119.63504264105673,28.9653600088326
929,UW929,122.45818159965606,28.9653600088326
930,UW930,125.28132055825539,28.9653600088326
931,UW931,128.10445951685472,28.9653600088326
932,UW932,130.92759847545403,28.9653600088326
933,UW933,133.75073743405338,28.9653600088326
934,UW934,136.57387639265272,28.9653600088326
935,UW935,139.39701535125204,28.9653600088326
936,UW936,142.22015430985135,28.9653600088326
937,UW937,145.0432932684507,28.9653600088326
938,UW938,147.86643222705004,28.9653600088326
939,UW939,150.68957118564936,28.9653600088326
940,UW940,153.51271014424867,28.9653600088326
941,UW941,156.33584910284802,28.9653600088326
942,UW942,159.15898806144736,28.9653600088326
943,UW943,161.98212702004668,28.9653600088326
944,UW944,164.805265978646,28.9653600088326
945,UW945,167.62840493724534,28.9653600088326
946,UW946,170.45154389584468,28.9653600088326
947,UW947,173.274682854444,28.9653600088326
948,UW948,176.0978218130433,28.9653600088326
949,UW949,178.92096077164265,28.9653600088326
950,UW950,181.744099730242,28.9653600088326
951,UW951,184.56723868884131,28.9653600088326
952,UW952,187.39037764744063,28.9653600088326
953,UW953,190.21351660603997,28.9653600088326
954,UW954,193.03665556463932,28.9653600088326
955,UW955,195.85979452323863,28.9653600088326
956,UW956,198.68293348183795,28.9653600088326
957,UW957,201.5060724404373,28.9653600088326
958,UW958,204.32921139903664,28.9653600088326
959,UW959,207.15235035763595,28.9653600088326
960,UW960,209.97548931623527,28.9653600088326
961,UW961,212.7986282748346,28.9653600088326
962,UW962,215.62176723343396,28.9653600088326
963,UW963,218.44490619203327,28.9653600088326
964,UW964,221.2680451506326,28.9653600088326
965,UW965,224.09118410923193,28.9653600088326
966,UW966,226.91432306783128,28.9653600088326
967,UW967,229.7374620264306,28.9653600088326
968,UW968,232.5606009850299,28.9653600088326
969,UW969,235.38373994362925,28.9653600088326
970,UW970,238.2068789022286,28.9653600088326
971,UW971,241.0300178608279,28.9653600088326
972,UW972,243.85315681942726,28.9653600088326
973,UW973,246.67629577802657,28.9653600088326
974,UW974,249.4994347366259,28.9653600088326
975,UW975,252.32257369522523,28.9653600088326
976,UW976,255.14571265382457,28.9653600088326
977,UW977,257.9688516124239,28.9653600088326
978,UW978,260.79199057102323,28.9653600088326
979,UW979,110.9601584276879,30.770360008832604
980,UW980,113.83484311402646,30.770360008832604
981,UW981,116.70952780036501,30.770360008832604
982,UW982,119.58421248670356,30.770360008832604
983,UW983,122.45889717304212,30.770360008832604
984,UW984,125.33358185938067,30.770360008832604
985,UW985,128.20826654571923,30.770360008832604
986,UW986,131.08295123205778,30.770360008832604
987,UW987,133.95763591839633,30.770360008832604
988,UW988,136.8323206047349,30.770360008832604
989,UW989,139.70700529107344,30.770360008832604
990,UW990,142.581689977412,30.770360008832604
991,UW991,145.45637466375055,30.770360008832604
992,UW992,148.3310593500891,30.770360008832604
993,UW993,151.20574403642766,30.770360008832604
994,UW994,154.08042872276621,30.770360008832604
995,UW995,156.95511340910477,30.770360008832604
996,UW996,159.82979809544332,30.770360008832604
997,UW997,162.70448278178188,30.770360008832604
998,UW998,165.57916746812043,30.770360008832604
999,UW999,168.45385215445899,30.770360008832604
1000,UW1000,171.32853684079754,30.770360008832604
1001,UW1001,174.2032215271361,30.770360008832604
1002,UW1002,177.07790621347465,30.770360008832604
1003,UW1003,179.9525908998132,30.770360008832604
1004,UW1004,182.82727558615176,30.770360008832604
1005,UW1005,185.7019602724903,30.770360008832604
1006,UW1006,188.57664495882887,30.770360008832604
1007,UW1007,191.45132964516742,30.770360008832604
1008,UW1008,194.32601433150597,30.770360008832604
1009,UW1009,197.20069901784453,30.770360008832604
1010,UW1010,200.07538370418308,30.770360008832604
1011,UW1011,202.95006839052164,30.770360008832604
1012,UW1012,205.8247530768602,30.770360008832604
1013,UW1013,208.69943776319874,30.770360008832604
1014,UW1014,211.5741224495373,30.770360008832604
1015,UW1015,214.44880713587585,30.770360008832604
1016,UW1016,217.3234918222144,30.770360008832604
1017,UW1017,220.19817650855296,30.770360008832604
1018,UW1018,223.07286119489152,30.770360008832604
1019,UW1019,225.94754588123007,30.770360008832604
1020,UW1020,228.82223056756862,30.770360008832604
1021,UW1021,231.69691525390718,30.770360008832604
1022,UW1022,234.57159994024573,30.770360008832604
1023,UW1023,237.4462846265843,30.770360008832604
1024,UW1024,240.32096931292284,30.770360008832604
1025,UW1025,243.1956539992614,30.770360008832604
1026,UW1026,246.07033868559995,30.770360008832604
1027,UW1027,248.9450233719385,30.770360008832604
1028,UW1028,251.81970805827706,30.770360008832604
1029,UW1029,254.6943927446156,30.770360008832604
1030,UW1030,257.56907743095417,30.770360008832604
1031,UW1031,260.44376211729275,30.770360008832604
1032,UW1032,110.84352911516879,32.575360008832604
1033,UW1033,113.77463965055792,32.575360008832604
1034,UW1034,116.70575018594704,32.575360008832604
1035,UW1035,119.63686072133616,32.575360008832604
1036,UW1036,122.56797125672529,32.575360008832604
1037,UW1037,125.49908179211441,32.575360008832604
1038,UW1038,128.43019232750353,32.575360008832604
1039,UW1039,131.36130286289267,32.575360008832604
1040,UW1040,134.29241339828178,32.575360008832604
1041,UW1041,137.2235239336709,32.575360008832604
1042,UW1042,140.15463446906003,32.575360008832604
1043,UW1043,143.08574500444917,32.575360008832604
1044,UW1044,146.01685553983828,32.575360008832604
1045,UW1045,148.94796607522738,32.575360008832604
1046,UW1046,151.87907661061652,32.575360008832604
1047,UW1047,154.81018714600566,32.575360008832604
1048,UW1048,157.74129768139477,32.575360008832604
1049,UW1049,160.67240821678388,32.575360008832604
1050,UW1050,163.60351875217302,32.575360008832604
1051,UW1051,166.53462928756215,32.575360008832604
1052,UW1052,169.46573982295126,32.575360008832604
1053,UW1053,172.39685035834037,32.575360008832604
1054,UW1054,175.3279608937295,32.575360008832604
1055,UW1055,178.25907142911865,32.575360008832604
1056,UW1056,181.19018196450776,32.575360008832604
1057,UW1057,184.12129249989687,32.575360008832604
1058,UW1058,187.052403035286,32.575360008832604
1059,UW1059,189.98351357067514,32.575360008832604
1060,UW1060,192.91462410606425,32.575360008832604
1061,UW1061,195.84573464145336,32.575360008832604
1062,UW1062,198.7768451768425,32.575360008832604
1063,UW1063,201.70795571223164,32.575360008832604
1064,UW1064,204.63906624762075,32.575360008832604
1065,UW1065,207.57017678300986,32.575360008832604
1066,UW1066,210.501287318399,32.575360008832604
1067,UW1067,213.43239785378813,32.575360008832604
1068,UW1068,216.36350838917724,32.575360008832604
1069,UW1069,219.29461892456635,32.575360008832604
1070,UW1070,222.2257294599555,32.575360008832604
1071,UW1071,225.15683999534463,32.575360008832604
1072,UW1072,228.08795053073374,32.575360008832604
1073,UW1073,231.01906106612284,32.575360008832604
1074,UW1074,233.95017160151198,32.575360008832604
1075,UW1075,236.88128213690112,32.575360008832604
1076,UW1076,239.81239267229023,32.575360008832604
1077,UW1077,242.74350320767934,32.575360008832604
1078,UW1078,245.67461374306848,32.575360008832604
1079,UW1079,248.60572427845761,32.575360008832604
1080,UW1080,251.53683481384672,32.575360008832604
1081,UW1081,254.46794534923583,32.575360008832604
1082,UW1082,257.399055884625,32.575360008832604
1083,UW1083,260.3301664200141,32.575360008832604
1084,UW1084,110.82546198196425,34.380360008832604
1085,UW1085,113.81828728087974,34.380360008832604
1086,UW1086,116.81111257979524,34.380360008832604
1087,UW1087,119.80393787871073,34.380360008832604
1088,UW1088,122.79676317762622,34.380360008832604
1089,UW1089,125.78958847654171,34.380360008832604
1090,UW1090,128.7824137754572,34.380360008832604
1091,UW1091,131.77523907437268,34.380360008832604
1092,UW1092,134.76806437328818,34.380360008832604
1093,UW1093,137.7608896722037,34.380360008832604
1094,UW1094,140.75371497111917,34.380360008832604
1095,UW1095,143.74654027003464,34.380360008832604
1096,UW1096,146.73936556895015,34.380360008832604
1097,UW1097,149.73219086786565,34.380360008832604
1098,UW1098,152.72501616678113,34.380360008832604
1099,UW1099,155.7178414656966,34.380360008832604
1100,UW1100,158.7106667646121,34.380360008832604
1101,UW1101,161.70349206352762,34.380360008832604
1102,UW1102,164.6963173624431,34.380360008832604
1103,UW1103,167.68914266135857,34.380360008832604
1104,UW1104,170.68196796027408,34.380360008832604
1105,UW1105,173.67479325918958,34.380360008832604
1106,UW1106,176.66761855810506,34.380360008832604
1107,UW1107,179.66044385702054,34.380360008832604
1108,UW1108,182.65326915593604,34.380360008832604
1109,UW1109,185.64609445485155,34.380360008832604
1110,UW1110,188.63891975376703,34.380360008832604
1111,UW1111,191.6317450526825,34.380360008832604
1112,UW1112,194.624570351598,34.380360008832604
1113,UW1113,197.61739565051352,34.380360008832604
1114,UW1114,200.610220949429,34.380360008832604
1115,UW1115,203.60304624834447,34.380360008832604
1116,UW1116,206.59587154725997,34.380360008832604
1117,UW1117,209.58869684617548,34.380360008832604
1118,UW1118,212.58152214509096,34.380360008832604
1119,UW1119,215.57434744400643,34.380360008832604
1120,UW1120,218.56717274292194,34.380360008832604
1121,UW1121,221.55999804183745,34.380360008832604
1122,UW1122,224.55282334075292,34.380360008832604
1123,UW1123,227.5456486396684,34.380360008832604
1124,UW1124,230.5384739385839,34.380360008832604
1125,UW1125,233.5312992374994,34.380360008832604
1126,UW1126,236.5241245364149,34.380360008832604
1127,UW1127,239.5169498353304,34.380360008832604
1128,UW1128,242.50977513424587,34.380360008832604
1129,UW1129,245.50260043316135,34.380360008832604
1130,UW1130,248.49542573207685,34.380360008832604
1131,UW1131,251.48825103099236,34.380360008832604
1132,UW1132,254.48107632990784,34.380360008832604
1133,UW1133,257.47390162882334,34.380360008832604
1134,UW1134,260.4667269277388,34.380360008832604
1135,UW1135,110.91568018083694,36.1853600088326
1136,UW1136,113.97597721948823,36.1853600088326
1137,UW1137,117.03627425813951,36.1853600088326
1138,UW1138,120.0965712967908,36.1853600088326
1139,UW1139,123.15686833544208,36.1853600088326
1140,UW1140,126.21716537409337,36.1853600088326
1141,UW1141,129.27746241274465,36.1853600088326
1142,UW1142,132.33775945139593,36.1853600088326
1143,UW1143,135.39805649004722,36.1853600088326
1144,UW1144,138.45835352869852,36.1853600088326
1145,UW1145,141.5186505673498,36.1853600088326
1146,UW1146,144.57894760600107,36.1853600088326
1147,UW1147,147.63924464465236,36.1853600088326
1148,UW1148,150.69954168330366,36.1853600088326
1149,UW1149,153.75983872195494,36.1853600088326
1150,UW1150,156.8201357606062,36.1853600088326
1151,UW1151,159.8804327992575,36.1853600088326
1152,UW1152,162.9407298379088,36.1853600088326
1153,UW1153,166.00102687656008,36.1853600088326
1154,UW1154,169.06132391521135,36.1853600088326
1155,UW1155,172.12162095386265,36.1853600088326
1156,UW1156,175.18191799251395,36.1853600088326
1157,UW1157,178.24221503116522,36.1853600088326
1158,UW1158,181.3025120698165,36.1853600088326
1159,UW1159,184.3628091084678,36.1853600088326
1160,UW1160,187.42310614711909,36.1853600088326
1161,UW1161,190.48340318577036,36.1853600088326
1162,UW1162,193.54370022442163,36.1853600088326
1163,UW1163,196.60399726307293,36.1853600088326
1164,UW1164,199.66429430172423,36.1853600088326
1165,UW1165,202.7245913403755,36.1853600088326
1166,UW1166,205.78488837902677,36.1853600088326
1167,UW1167,208.84518541767807,36.1853600088326
1168,UW1168,211.90548245632937,36.1853600088326
1169,UW1169,214.96577949498064,36.1853600088326
1170,UW1170,218.0260765336319,36.1853600088326
1171,UW1171,221.0863735722832,36.1853600088326
1172,UW1172,224.1466706109345,36.1853600088326
1173,UW1173,227.20696764958578,36.1853600088326
1174,UW1174,230.26726468823705,36.1853600088326
1175,UW1175,233.32756172688835,36.1853600088326
1176,UW1176,236.38785876553965,36.1853600088326
1177,UW1177,239.44815580419092,36.1853600088326
1178,UW1178,242.5084528428422,36.1853600088326
1179,UW1179,245.5687498814935,36.1853600088326
1180,UW1180,248.6290469201448,36.1853600088326
1181,UW1181,251.68934395879606,36.1853600088326
1182,UW1182,254.74964099744733,36.1853600088326
1183,UW1183,257.80993803609863,36.1853600088326
1184,UW1184,260.8702350747499,36.1853600088326
1185,UW1185,110.48620581656344,37.9903600088326
1186,UW1186,113.62026887648405,37.9903600088326
1187,UW1187,116.75433193640465,37.9903600088326
1188,UW1188,119.88839499632526,37.9903600088326
1189,UW1189,123.02245805624587,37.9903600088326
1190,UW1190,126.15652111616647,37.9903600088326
1191,UW1191,129.29058417608707,37.9903600088326
1192,UW1192,132.42464723600767,37.9903600088326
1193,UW1193,135.55871029592828,37.9903600088326
1194,UW1194,138.69277335584889,37.9903600088326
1195,UW1195,141.8268364157695,37.9903600088326
1196,UW1196,144.9608994756901,37.9903600088326
1197,UW1197,148.0949625356107,37.9903600088326
1198,UW1198,151.2290255955313,37.9903600088326
1199,UW1199,154.36308865545192,37.9903600088326
1200,UW1200,157.49715171537252,37.9903600088326
1201,UW1201,160.63121477529313,37.9903600088326
1202,UW1202,163.76527783521374,37.9903600088326
1203,UW1203,166.89934089513434,37.9903600088326
1204,UW1204,170.03340395505495,37.9903600088326
1205,UW1205,173.16746701497556,37.9903600088326
1206,UW1206,176.30153007489616,37.9903600088326
1207,UW1207,179.43559313481677,37.9903600088326
1208,UW1208,182.56965619473738,37.9903600088326
1209,UW1209,185.70371925465798,37.9903600088326
1210,UW1210,188.8377823145786,37.9903600088326
1211,UW1211,191.9718453744992,37.9903600088326
1212,UW1212,195.1059084344198,37.9903600088326
1213,UW1213,198.2399714943404,37.9903600088326
1214,UW1214,201.37403455426102,37.9903600088326
1215,UW1215,204.50809761418162,37.9903600088326
1216,UW1216,207.64216067410223,37.9903600088326
1217,UW1217,210.77622373402284,37.9903600088326
1218,UW1218,213.91028679394344,37.9903600088326
1219,UW1219,217.04434985386405,37.9903600088326
1220,UW1220,220.17841291378465,37.9903600088326
1221,UW1221,223.31247597370526,37.9903600088326
1222,UW1222,226.44653903362587,37.9903600088326
1223,UW1223,229.58060209354647,37.9903600088326
1224,UW1224,232.71466515346708,37.9903600088326
1225,UW1225,235.8487282133877,37.9903600088326
1226,UW1226,238.9827912733083,37.9903600088326
1227,UW1227,242.1168543332289,37.9903600088326
1228,UW1228,245.2509173931495,37.9903600088326
1229,UW1229,248.3849804530701,37.9903600088326
1230,UW1230,251.51904351299072,37.9903600088326
1231,UW1231,254.65310657291133,37.9903600088326
1232,UW1232,257.78716963283193,37.9903600088326
1233,UW1233,260.9212326927526,37.9903600088326
1234,UW1234,111.45805636024778,39.7953600088326
1235,UW1235,114.6727984264085,39.7953600088326
1236,UW1236,117.88754049256923,39.7953600088326
1237,UW1237,121.10228255872995,39.7953600088326
